tournament_name,start_date,end_date,center_name,center_location,pattern_name,pattern_length,pattern_volume,pattern_ratio,position,squad,name,hometown,score,average,+/-_200,match_play_record,points,earnings
PBA Scorpion Championship,2024-04-06T12:00:00Z,2024-04-16T12:00:00Z,PBA Scorpion Championship,"4200 Allen Rd, Allen Park Allen Park MI 48101 United States",Scorpion,42.0,,,78,,Kevin McCune,"Munster, Ind.",,210.27,,'--',45.00,0.00
PBA Scorpion Championship,2024-04-06T12:00:00Z,2024-04-16T12:00:00Z,PBA Scorpion Championship,"4200 Allen Rd, Allen Park Allen Park MI 48101 United States",Scorpion,42.0,,,79,,Dick Allen,"Chapin, S.C.",,209.47,,'--',45.00,0.00
PBA Scorpion Championship,2024-04-06T12:00:00Z,2024-04-16T12:00:00Z,PBA Scorpion Championship,"4200 Allen Rd, Allen Park Allen Park MI 48101 United States",Scorpion,42.0,,,80,,François Lavoie,Canada,,208.80,,'--',45.00,0.00
PBA Scorpion Championship,2024-04-06T12:00:00Z,2024-04-16T12:00:00Z,PBA Scorpion Championship,"4200 Allen Rd, Allen Park Allen Park MI 48101 United States",Scorpion,42.0,,,81,,Matt Zweig,"Tempe, Ariz.",,208.67,,'--',45.00,0.00
PBA Scorpion Championship,2024-04-06T12:00:00Z,2024-04-16T12:00:00Z,PBA Scorpion Championship,"4200 Allen Rd, Allen Park Allen Park MI 48101 United States",Scorpion,42.0,,,82,,Benjamin Martinez,Guadalajara/ Mexico,,208.33,,'--',45.00,0.00
PBA Scorpion Championship,2024-04-06T12:00:00Z,2024-04-16T12:00:00Z,PBA Scorpion Championship,"4200 Allen Rd, Allen Park Allen Park MI 48101 United States",Scorpion,42.0,,,83,,Ildemaro Ruiz,Venezuela,,208.20,,'--',45.00,0.00
PBA Scorpion Championship,2024-04-06T12:00:00Z,2024-04-16T12:00:00Z,PBA Scorpion Championship,"4200 Allen Rd, Allen Park Allen Park MI 48101 United States",Scorpion,42.0,,,84,,Deeronn Booker,"Anaheim, Calif.",,207.73,,'--',45.00,0.00
PBA Scorpion Championship,2024-04-06T12:00:00Z,2024-04-16T12:00:00Z,PBA Scorpion Championship,"4200 Allen Rd, Allen Park Allen Park MI 48101 United States",Scorpion,42.0,,,85,,Tim Gruendler,"St. Louis, Mo.",,207.67,,'--',45.00,0.00
PBA Scorpion Championship,2024-04-06T12:00:00Z,2024-04-16T12:00:00Z,PBA Scorpion Championship,"4200 Allen Rd, Allen Park Allen Park MI 48101 United States",Scorpion,42.0,,,86,,Darren Tang,Las Vegas,,207.60,,'--',45.00,0.00
PBA Scorpion Championship,2024-04-06T12:00:00Z,2024-04-16T12:00:00Z,PBA Scorpion Championship,"4200 Allen Rd, Allen Park Allen Park MI 48101 United States",Scorpion,42.0,,,87,,Chris Sloan,Ireland,,207.53,,'--',45.00,0.00
PBA Scorpion Championship,2024-04-06T12:00:00Z,2024-04-16T12:00:00Z,PBA Scorpion Championship,"4200 Allen Rd, Allen Park Allen Park MI 48101 United States",Scorpion,42.0,,,88,,AJ Johnson,"Oswego, Ill.",,207.13,,'--',45.00,0.00
PBA Scorpion Championship,2024-04-06T12:00:00Z,2024-04-16T12:00:00Z,PBA Scorpion Championship,"4200 Allen Rd, Allen Park Allen Park MI 48101 United States",Scorpion,42.0,,,89,,Carleton Chambers,Detroit,,206.47,,'--',45.00,0.00
PBA Scorpion Championship,2024-04-06T12:00:00Z,2024-04-16T12:00:00Z,PBA Scorpion Championship,"4200 Allen Rd, Allen Park Allen Park MI 48101 United States",Scorpion,42.0,,,90,,Richard McCormick,"Cincinnati, Ohio",,205.40,,'--',45.00,0.00
PBA Scorpion Championship,2024-04-06T12:00:00Z,2024-04-16T12:00:00Z,PBA Scorpion Championship,"4200 Allen Rd, Allen Park Allen Park MI 48101 United States",Scorpion,42.0,,,91,,Wes Malott,"Fort Wayne, Ind.",,204.87,,'--',45.00,0.00
PBA Scorpion Championship,2024-04-06T12:00:00Z,2024-04-16T12:00:00Z,PBA Scorpion Championship,"4200 Allen Rd, Allen Park Allen Park MI 48101 United States",Scorpion,42.0,,,92,,BJ Moore,"Greensburg, Pa.",,204.87,,'--',45.00,0.00
PBA Scorpion Championship,2024-04-06T12:00:00Z,2024-04-16T12:00:00Z,PBA Scorpion Championship,"4200 Allen Rd, Allen Park Allen Park MI 48101 United States",Scorpion,42.0,,,93,,Nobuhlto Fujii,Japan,,204.53,,'--',45.00,0.00
PBA Scorpion Championship,2024-04-06T12:00:00Z,2024-04-16T12:00:00Z,PBA Scorpion Championship,"4200 Allen Rd, Allen Park Allen Park MI 48101 United States",Scorpion,42.0,,,94,,Shawn Maldonado,Houston,,204.40,,'--',45.00,0.00
PBA Scorpion Championship,2024-04-06T12:00:00Z,2024-04-16T12:00:00Z,PBA Scorpion Championship,"4200 Allen Rd, Allen Park Allen Park MI 48101 United States",Scorpion,42.0,,,95,,Zulmazran Zulkifli,Malaysia,,204.20,,'--',45.00,0.00
PBA Scorpion Championship,2024-04-06T12:00:00Z,2024-04-16T12:00:00Z,PBA Scorpion Championship,"4200 Allen Rd, Allen Park Allen Park MI 48101 United States",Scorpion,42.0,,,96,,Bryan Bourget,"Woonsocket, R.I.",,204.07,,'--',45.00,0.00
PBA Scorpion Championship,2024-04-06T12:00:00Z,2024-04-16T12:00:00Z,PBA Scorpion Championship,"4200 Allen Rd, Allen Park Allen Park MI 48101 United States",Scorpion,42.0,,,97,,Darren Alexander,"Essex, Ontario",,203.93,,'--',40.00,0.00
PBA Scorpion Championship,2024-04-06T12:00:00Z,2024-04-16T12:00:00Z,PBA Scorpion Championship,"4200 Allen Rd, Allen Park Allen Park MI 48101 United States",Scorpion,42.0,,,98,,Brandon Flora,"Mt. Washington, Ky.",,203.73,,'--',40.00,0.00
PBA Scorpion Championship,2024-04-06T12:00:00Z,2024-04-16T12:00:00Z,PBA Scorpion Championship,"4200 Allen Rd, Allen Park Allen Park MI 48101 United States",Scorpion,42.0,,,99,,Cody Shoemaker,"Hanover, Pa.",,203.53,,'--',40.00,0.00
PBA Scorpion Championship,2024-04-06T12:00:00Z,2024-04-16T12:00:00Z,PBA Scorpion Championship,"4200 Allen Rd, Allen Park Allen Park MI 48101 United States",Scorpion,42.0,,,100,,Shota Kawazoe,Japan,,203.40,,'--',40.00,0.00
PBA Scorpion Championship,2024-04-06T12:00:00Z,2024-04-16T12:00:00Z,PBA Scorpion Championship,"4200 Allen Rd, Allen Park Allen Park MI 48101 United States",Scorpion,42.0,,,101,,Thomas Larsen,Denmark,,200.93,,'--',40.00,0.00
PBA Scorpion Championship,2024-04-06T12:00:00Z,2024-04-16T12:00:00Z,PBA Scorpion Championship,"4200 Allen Rd, Allen Park Allen Park MI 48101 United States",Scorpion,42.0,,,102,,Cerell Cardines,Las Vegas,,199.87,,'--',40.00,0.00
PBA Scorpion Championship,2024-04-06T12:00:00Z,2024-04-16T12:00:00Z,PBA Scorpion Championship,"4200 Allen Rd, Allen Park Allen Park MI 48101 United States",Scorpion,42.0,,,103,,Hiroki Takada,"Osaka, Japan",,198.60,,'--',40.00,0.00
PBA Scorpion Championship,2024-04-06T12:00:00Z,2024-04-16T12:00:00Z,PBA Scorpion Championship,"4200 Allen Rd, Allen Park Allen Park MI 48101 United States",Scorpion,42.0,,,104,,Wei Siong Darren Ong,Singapore,,197.80,,'--',40.00,0.00
PBA Scorpion Championship,2024-04-06T12:00:00Z,2024-04-16T12:00:00Z,PBA Scorpion Championship,"4200 Allen Rd, Allen Park Allen Park MI 48101 United States",Scorpion,42.0,,,105,,Joseph Grondin,"San Pedro, Calif.",,197.73,,'--',40.00,0.00
PBA Scorpion Championship,2024-04-06T12:00:00Z,2024-04-16T12:00:00Z,PBA Scorpion Championship,"4200 Allen Rd, Allen Park Allen Park MI 48101 United States",Scorpion,42.0,,,106,,Robin Ilhammar,Sweden,,197.20,,'--',40.00,0.00
PBA Scorpion Championship,2024-04-06T12:00:00Z,2024-04-16T12:00:00Z,PBA Scorpion Championship,"4200 Allen Rd, Allen Park Allen Park MI 48101 United States",Scorpion,42.0,,,107,,Ronnie Russell,"Noblesville, Ind.",,193.33,,'--',40.00,0.00
PBA Scorpion Championship,2024-04-06T12:00:00Z,2024-04-16T12:00:00Z,PBA Scorpion Championship,"4200 Allen Rd, Allen Park Allen Park MI 48101 United States",Scorpion,42.0,,,108,,Pete Vergos,"Apopka, Fla.",,174.47,,'--',40.00,0.00
PBA Tournament of Champions PTQ,2024-04-22T12:00:00Z,,PBA Tournament of Champions PTQ,"20 S Miller Rd, Fairlawn OH 44333 United States",Tournament Of Champions,43.0,,,,A,Carlos Granados,Venezuela,,0.00,,,,
PBA Tournament of Champions PTQ,2024-04-22T12:00:00Z,,PBA Tournament of Champions PTQ,"20 S Miller Rd, Fairlawn OH 44333 United States",Tournament Of Champions,43.0,,,,A,Matt Kuba,"Minster, Ohio",,0.00,,,,
PBA Tournament of Champions PTQ,2024-04-22T12:00:00Z,,PBA Tournament of Champions PTQ,"20 S Miller Rd, Fairlawn OH 44333 United States",Tournament Of Champions,43.0,,,,A,Tim Pfeifer,"Oakdale, Pa.",,0.00,,,,
PBA Tournament of Champions PTQ,2024-04-22T12:00:00Z,,PBA Tournament of Champions PTQ,"20 S Miller Rd, Fairlawn OH 44333 United States",Tournament Of Champions,43.0,,,,A,Eric Jones,"Edmond, Okla.",,0.00,,,,
PBA Tournament of Champions PTQ,2024-04-22T12:00:00Z,,PBA Tournament of Champions PTQ,"20 S Miller Rd, Fairlawn OH 44333 United States",Tournament Of Champions,43.0,,,,A,Michael Schlabach,"Wakarusa, Ind.",,0.00,,,,
PBA Tournament of Champions PTQ,2024-04-22T12:00:00Z,,PBA Tournament of Champions PTQ,"20 S Miller Rd, Fairlawn OH 44333 United States",Tournament Of Champions,43.0,,,,A,Tomas Käyhkö,Finland,,0.00,,,,
PBA Tournament of Champions PTQ,2024-04-22T12:00:00Z,,PBA Tournament of Champions PTQ,"20 S Miller Rd, Fairlawn OH 44333 United States",Tournament Of Champions,43.0,,,,A,Anthony Lavery-Spahr,"Pasadena, Texas",,0.00,,,,
PBA Tournament of Champions PTQ,2024-04-22T12:00:00Z,,PBA Tournament of Champions PTQ,"20 S Miller Rd, Fairlawn OH 44333 United States",Tournament Of Champions,43.0,,,,A,John Furey,"Howell, N.J.",,0.00,,,,
PBA Tournament of Champions PTQ,2024-04-22T12:00:00Z,,PBA Tournament of Champions PTQ,"20 S Miller Rd, Fairlawn OH 44333 United States",Tournament Of Champions,43.0,,,,A,Nathan Bohr,"Austin, Texas",,0.00,,,,
PBA Tournament of Champions PTQ,2024-04-22T12:00:00Z,,PBA Tournament of Champions PTQ,"20 S Miller Rd, Fairlawn OH 44333 United States",Tournament Of Champions,43.0,,,,A,Trevor Roberts,"Crystal River, Fla.",,0.00,,,,
PBA Tournament of Champions,2024-04-22T12:00:00Z,2024-04-28T12:00:00Z,PBA Tournament of Champions,"20 S Miller Rd, Fairlawn OH 44333 United States",Don Johnson,43.0,,,1,,Marshall Kent,"Yakima, Wash.",,220.65,,'18-10-0',"7,500.00",100000.00
PBA Tournament of Champions,2024-04-22T12:00:00Z,2024-04-28T12:00:00Z,PBA Tournament of Champions,"20 S Miller Rd, Fairlawn OH 44333 United States",Don Johnson,43.0,,,2,,Anthony Simonsen,Las Vegas,,225.19,,'16-8-1',"4,500.00",50000.00
PBA Tournament of Champions,2024-04-22T12:00:00Z,2024-04-28T12:00:00Z,PBA Tournament of Champions,"20 S Miller Rd, Fairlawn OH 44333 United States",Don Johnson,43.0,,,3,,EJ Tackett,"Bluffton, Ind.",,222.53,,'15-9-1',"3,450.00",30000.00
PBA Tournament of Champions,2024-04-22T12:00:00Z,2024-04-28T12:00:00Z,PBA Tournament of Champions,"20 S Miller Rd, Fairlawn OH 44333 United States",Don Johnson,43.0,,,4,,Matt Ogle,"Louisville, Ky.",,223.23,,'13-12-0',"2,850.00",25000.00
PBA Tournament of Champions,2024-04-22T12:00:00Z,2024-04-28T12:00:00Z,PBA Tournament of Champions,"20 S Miller Rd, Fairlawn OH 44333 United States",Don Johnson,43.0,,,5,,Jason Sterner,"Rochester, N.Y.",,216.35,,'15-9-1',"2,550.00",20000.00
PBA Tournament of Champions,2024-04-22T12:00:00Z,2024-04-28T12:00:00Z,PBA Tournament of Champions,"20 S Miller Rd, Fairlawn OH 44333 United States",Don Johnson,43.0,,,6,,Eric Jones,"Edmond, Okla.",,219.43,,'13-11-0',"2,325.00",15000.00
PBA Tournament of Champions,2024-04-22T12:00:00Z,2024-04-28T12:00:00Z,PBA Tournament of Champions,"20 S Miller Rd, Fairlawn OH 44333 United States",Don Johnson,43.0,,,7,,Brad Miller,"Lees Summit, Mo.",,219.50,,'11-11-2',"2,235.00",12000.00
PBA Tournament of Champions,2024-04-22T12:00:00Z,2024-04-28T12:00:00Z,PBA Tournament of Champions,"20 S Miller Rd, Fairlawn OH 44333 United States",Don Johnson,43.0,,,8,,Kyle Sherman,"O'Fallon, Mo.",,214.31,,'16-8-0',"2,145.00",11000.00
PBA Tournament of Champions,2024-04-22T12:00:00Z,2024-04-28T12:00:00Z,PBA Tournament of Champions,"20 S Miller Rd, Fairlawn OH 44333 United States",Don Johnson,43.0,,,9,,Jake Peters,"Henderson, Nev.",,215.83,,'13-10-1',"2,055.00",10000.00
PBA Tournament of Champions,2024-04-22T12:00:00Z,2024-04-28T12:00:00Z,PBA Tournament of Champions,"20 S Miller Rd, Fairlawn OH 44333 United States",Don Johnson,43.0,,,10,,Chris Via,"Springfield, Ohio",,214.29,,'13-11-0',"1,965.00",9000.00
PBA Tournament of Champions,2024-04-22T12:00:00Z,2024-04-28T12:00:00Z,PBA Tournament of Champions,"20 S Miller Rd, Fairlawn OH 44333 United States",Don Johnson,43.0,,,11,,Jason Belmonte,Australia,,214.40,,'12-12-0',"1,875.00",8500.00
PBA Tournament of Champions,2024-04-22T12:00:00Z,2024-04-28T12:00:00Z,PBA Tournament of Champions,"20 S Miller Rd, Fairlawn OH 44333 United States",Don Johnson,43.0,,,12,,Tom Daugherty,"Riverview, Fla.",,214.26,,'11-12-1',"1,785.00",8000.00
PBA Tournament of Champions,2024-04-22T12:00:00Z,2024-04-28T12:00:00Z,PBA Tournament of Champions,"20 S Miller Rd, Fairlawn OH 44333 United States",Don Johnson,43.0,,,13,,Matt Sanders,"Evansville, Ind.",,214.05,,'11-12-1',"1,695.00",7500.00
PBA Tournament of Champions,2024-04-22T12:00:00Z,2024-04-28T12:00:00Z,PBA Tournament of Champions,"20 S Miller Rd, Fairlawn OH 44333 United States",Don Johnson,43.0,,,14,,Dick Allen,"Chapin, S.C.",,214.38,,'11-13-0',"1,605.00",7000.00
PBA Tournament of Champions,2024-04-22T12:00:00Z,2024-04-28T12:00:00Z,PBA Tournament of Champions,"20 S Miller Rd, Fairlawn OH 44333 United States",Don Johnson,43.0,,,15,,Trevor Roberts,"Crystal River, Fla.",,213.93,,'11-12-1',"1,515.00",6800.00
PBA Tournament of Champions,2024-04-22T12:00:00Z,2024-04-28T12:00:00Z,PBA Tournament of Champions,"20 S Miller Rd, Fairlawn OH 44333 United States",Don Johnson,43.0,,,16,,Bill O'Neill,"Langhorne, Pa.",,213.50,,'11-13-0',"1,425.00",6600.00
PBA Tournament of Champions,2024-04-22T12:00:00Z,2024-04-28T12:00:00Z,PBA Tournament of Champions,"20 S Miller Rd, Fairlawn OH 44333 United States",Don Johnson,43.0,,,17,,Matt Russo,"Ballwin, Missouri",,212.02,,'12-12-0',"1,335.00",6400.00
PBA Tournament of Champions,2024-04-22T12:00:00Z,2024-04-28T12:00:00Z,PBA Tournament of Champions,"20 S Miller Rd, Fairlawn OH 44333 United States",Don Johnson,43.0,,,18,,Tom Smallwood,"Saginaw, Mich.",,212.74,,'10-14-0',"1,275.00",6200.00
PBA Tournament of Champions,2024-04-22T12:00:00Z,2024-04-28T12:00:00Z,PBA Tournament of Champions,"20 S Miller Rd, Fairlawn OH 44333 United States",Don Johnson,43.0,,,19,,BJ Moore,"Greensburg, Pa.",,210.21,,'12-10-2',"1,215.00",6000.00
PBA Tournament of Champions,2024-04-22T12:00:00Z,2024-04-28T12:00:00Z,PBA Tournament of Champions,"20 S Miller Rd, Fairlawn OH 44333 United States",Don Johnson,43.0,,,20,,Shawn Maldonado,Houston,,212.48,,'9-14-1',"1,155.00",5800.00
PBA Tournament of Champions,2024-04-22T12:00:00Z,2024-04-28T12:00:00Z,PBA Tournament of Champions,"20 S Miller Rd, Fairlawn OH 44333 United States",Don Johnson,43.0,,,21,,"David ""Boog"" Krol","Nixa, Mo.",,209.86,,'11-13-0',"1,095.00",5600.00
PBA Tournament of Champions,2024-04-22T12:00:00Z,2024-04-28T12:00:00Z,PBA Tournament of Champions,"20 S Miller Rd, Fairlawn OH 44333 United States",Don Johnson,43.0,,,22,,Osku Palermaa,Finland,,208.98,,'12-12-0',"1,035.00",5400.00
PBA Tournament of Champions,2024-04-22T12:00:00Z,2024-04-28T12:00:00Z,PBA Tournament of Champions,"20 S Miller Rd, Fairlawn OH 44333 United States",Don Johnson,43.0,,,23,,Richie Teece,"Aldershot, Hampshire",,210.81,,'5-19-0',975.00,5200.00
PBA Tournament of Champions,2024-04-22T12:00:00Z,2024-04-28T12:00:00Z,PBA Tournament of Champions,"20 S Miller Rd, Fairlawn OH 44333 United States",Don Johnson,43.0,,,24,,Carlos Granados,Venezuela,,209.69,,'5-19-0',915.00,5000.00
PBA Tournament of Champions,2024-04-22T12:00:00Z,2024-04-28T12:00:00Z,PBA Tournament of Champions,"20 S Miller Rd, Fairlawn OH 44333 United States",Don Johnson,43.0,,,25,,François Lavoie,Canada,,208.67,,'--',855.00,4500.00
PBA Tournament of Champions,2024-04-22T12:00:00Z,2024-04-28T12:00:00Z,PBA Tournament of Champions,"20 S Miller Rd, Fairlawn OH 44333 United States",Don Johnson,43.0,,,26,,Jakob Butturff,"Tempe, Ariz.",,208.39,,'--',825.00,3800.00
PBA Tournament of Champions,2024-04-22T12:00:00Z,2024-04-28T12:00:00Z,PBA Tournament of Champions,"20 S Miller Rd, Fairlawn OH 44333 United States",Don Johnson,43.0,,,27,,Kyle Troup,"Taylorsville, N.C.",,208.06,,'--',795.00,3600.00
PBA Tournament of Champions,2024-04-22T12:00:00Z,2024-04-28T12:00:00Z,PBA Tournament of Champions,"20 S Miller Rd, Fairlawn OH 44333 United States",Don Johnson,43.0,,,28,,Jesper Svensson,Sweden,,208.00,,'--',765.00,3400.00
PBA Tournament of Champions,2024-04-22T12:00:00Z,2024-04-28T12:00:00Z,PBA Tournament of Champions,"20 S Miller Rd, Fairlawn OH 44333 United States",Don Johnson,43.0,,,29,,Graham Fach,"Urbana, Ohio",,207.61,,'--',735.00,3300.00
PBA Tournament of Champions,2024-04-22T12:00:00Z,2024-04-28T12:00:00Z,PBA Tournament of Champions,"20 S Miller Rd, Fairlawn OH 44333 United States",Don Johnson,43.0,,,30,,Tommy Jones,"Simpsonville, S.C.",,207.33,,'--',705.00,3200.00
PBA Tournament of Champions,2024-04-22T12:00:00Z,2024-04-28T12:00:00Z,PBA Tournament of Champions,"20 S Miller Rd, Fairlawn OH 44333 United States",Don Johnson,43.0,,,31,,Ronnie Russell,"Noblesville, Ind.",,206.94,,'--',675.00,3100.00
PBA Tournament of Champions,2024-04-22T12:00:00Z,2024-04-28T12:00:00Z,PBA Tournament of Champions,"20 S Miller Rd, Fairlawn OH 44333 United States",Don Johnson,43.0,,,32,,Tomas Käyhkö,Finland,,206.78,,'--',645.00,3000.00
PBA Tournament of Champions,2024-04-22T12:00:00Z,2024-04-28T12:00:00Z,PBA Tournament of Champions,"20 S Miller Rd, Fairlawn OH 44333 United States",Don Johnson,43.0,,,33,,Kris Prather,"Plainfield, Ill.",,206.67,,'--',607.50,0.00
PBA Tournament of Champions,2024-04-22T12:00:00Z,2024-04-28T12:00:00Z,PBA Tournament of Champions,"20 S Miller Rd, Fairlawn OH 44333 United States",Don Johnson,43.0,,,34,,Nathan Bohr,"Austin, Texas",,206.67,,'--',607.50,0.00
PBA Tournament of Champions,2024-04-22T12:00:00Z,2024-04-28T12:00:00Z,PBA Tournament of Champions,"20 S Miller Rd, Fairlawn OH 44333 United States",Don Johnson,43.0,,,35,,Anthony Lavery-Spahr,"Pasadena, Texas",,205.83,,'--',585.00,0.00
PBA Tournament of Champions,2024-04-22T12:00:00Z,2024-04-28T12:00:00Z,PBA Tournament of Champions,"20 S Miller Rd, Fairlawn OH 44333 United States",Don Johnson,43.0,,,36,,DJ Archer,"Louisville, Ky.",,205.67,,'--',570.00,0.00
PBA Tournament of Champions,2024-04-22T12:00:00Z,2024-04-28T12:00:00Z,PBA Tournament of Champions,"20 S Miller Rd, Fairlawn OH 44333 United States",Don Johnson,43.0,,,37,,Stu Williams,"Pflugerville, Texas",,204.78,,'--',555.00,0.00
PBA Tournament of Champions,2024-04-22T12:00:00Z,2024-04-28T12:00:00Z,PBA Tournament of Champions,"20 S Miller Rd, Fairlawn OH 44333 United States",Don Johnson,43.0,,,38,,Sean Rash,"Montgomery, Ill.",,204.44,,'--',540.00,0.00
PBA Tournament of Champions,2024-04-22T12:00:00Z,2024-04-28T12:00:00Z,PBA Tournament of Champions,"20 S Miller Rd, Fairlawn OH 44333 United States",Don Johnson,43.0,,,39,,Dom Barrett,"Great Bentley, England",,204.28,,'--',525.00,0.00
PBA Tournament of Champions,2024-04-22T12:00:00Z,2024-04-28T12:00:00Z,PBA Tournament of Champions,"20 S Miller Rd, Fairlawn OH 44333 United States",Don Johnson,43.0,,,40,,Keven Williams,"Roseville, CA",,203.67,,'--',510.00,0.00
PBA Tournament of Champions,2024-04-22T12:00:00Z,2024-04-28T12:00:00Z,PBA Tournament of Champions,"20 S Miller Rd, Fairlawn OH 44333 United States",Don Johnson,43.0,,,41,,Wes Malott,"Fort Wayne, Ind.",,202.61,,'--',495.00,0.00
PBA Tournament of Champions,2024-04-22T12:00:00Z,2024-04-28T12:00:00Z,PBA Tournament of Champions,"20 S Miller Rd, Fairlawn OH 44333 United States",Don Johnson,43.0,,,42,,Andrew Anderson,"Holly, Mich.",,202.28,,'--',480.00,0.00
PBA Tournament of Champions,2024-04-22T12:00:00Z,2024-04-28T12:00:00Z,PBA Tournament of Champions,"20 S Miller Rd, Fairlawn OH 44333 United States",Don Johnson,43.0,,,43,,Sean Lavery-Spahr,"Pasadena, Texas",,202.22,,'--',465.00,0.00
PBA Tournament of Champions,2024-04-22T12:00:00Z,2024-04-28T12:00:00Z,PBA Tournament of Champions,"20 S Miller Rd, Fairlawn OH 44333 United States",Don Johnson,43.0,,,44,,Packy Hanrahan,"Wichita, Kan.",,201.50,,'--',450.00,0.00
PBA Tournament of Champions,2024-04-22T12:00:00Z,2024-04-28T12:00:00Z,PBA Tournament of Champions,"20 S Miller Rd, Fairlawn OH 44333 United States",Don Johnson,43.0,,,45,,Mitch Beasley,"Clarksville, Tenn.",,201.22,,'--',435.00,0.00
PBA Tournament of Champions,2024-04-22T12:00:00Z,2024-04-28T12:00:00Z,PBA Tournament of Champions,"20 S Miller Rd, Fairlawn OH 44333 United States",Don Johnson,43.0,,,46,,Matt Kuba,"Minster, Ohio",,200.83,,'--',420.00,0.00
PBA Tournament of Champions,2024-04-22T12:00:00Z,2024-04-28T12:00:00Z,PBA Tournament of Champions,"20 S Miller Rd, Fairlawn OH 44333 United States",Don Johnson,43.0,,,47,,AJ Johnson,"Oswego, Ill.",,200.72,,'--',405.00,0.00
PBA Tournament of Champions,2024-04-22T12:00:00Z,2024-04-28T12:00:00Z,PBA Tournament of Champions,"20 S Miller Rd, Fairlawn OH 44333 United States",Don Johnson,43.0,,,48,,Patrick Dombrowski,"Parma, Ohio",,200.17,,'--',390.00,0.00
PBA Tournament of Champions,2024-04-22T12:00:00Z,2024-04-28T12:00:00Z,PBA Tournament of Champions,"20 S Miller Rd, Fairlawn OH 44333 United States",Don Johnson,43.0,,,49,,Mitch Hupé,"Winnipeg, MB",,200.06,,'--',375.00,0.00
PBA Tournament of Champions,2024-04-22T12:00:00Z,2024-04-28T12:00:00Z,PBA Tournament of Champions,"20 S Miller Rd, Fairlawn OH 44333 United States",Don Johnson,43.0,,,50,,Darren Tang,Las Vegas,,199.50,,'--',360.00,0.00
PBA Tournament of Champions,2024-04-22T12:00:00Z,2024-04-28T12:00:00Z,PBA Tournament of Champions,"20 S Miller Rd, Fairlawn OH 44333 United States",Don Johnson,43.0,,,51,,Tom Hess,"Granger, Iowa",,198.89,,'--',345.00,0.00
